SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
NAHARPOLY, EQ, 30-Aug-2019, 32.50, 32.20, 32.40, 30.05, 31.70, 31.60, 31.26, 4097, 1.28, 190, 3023, 73.79
NAHARSPING, EQ, 30-Aug-2019, 49.60, 51.20, 51.35, 48.45, 48.95, 49.00, 49.23, 7356, 3.62, 101, 6411, 87.15
NATCOPHARM, EQ, 30-Aug-2019, 540.40, 543.90, 547.75, 540.00, 545.00, 542.05, 542.67, 69666, 378.05, 4351, 27079, 38.87
NATHBIOGEN, EQ, 30-Aug-2019, 347.40, 343.00, 350.00, 335.00, 346.90, 343.95, 342.70, 8235, 28.22, 574, 6313, 76.66
NATIONALUM, EQ, 30-Aug-2019, 40.15, 40.35, 41.95, 38.90, 41.95, 41.65, 40.67, 13878926, 5644.29, 24430, 3491973, 25.16
NATNLSTEEL, BE, 30-Aug-2019, 1.85, 1.85, 1.90, 1.85, 1.85, 1.85, 1.85, 3855, 0.07, 12, -, -
NAUKRI, EQ, 30-Aug-2019, 2002.40, 2002.00, 2039.35, 2002.00, 2031.95, 2026.75, 2024.14, 100759, 2039.51, 28458, 53671, 53.27
NAVINFLUOR, EQ, 30-Aug-2019, 715.30, 711.00, 742.00, 711.00, 730.00, 730.40, 728.54, 60600, 441.49, 1700, 39940, 65.91
NAVKARCORP, EQ, 30-Aug-2019, 31.25, 33.00, 35.50, 32.00, 32.65, 33.20, 33.74, 941575, 317.73, 5881, 448830, 47.67
NAVNETEDUL, EQ, 30-Aug-2019, 99.45, 99.45, 99.70, 97.50, 98.55, 98.80, 98.69, 16662, 16.44, 351, 12036, 72.24
NBCC, EQ, 30-Aug-2019, 36.65, 36.65, 36.90, 34.20, 35.25, 35.35, 35.44, 22547420, 7991.66, 46449, 3810514, 16.90
NBIFIN, EQ, 30-Aug-2019, 1458.05, 1464.60, 1475.00, 1464.60, 1472.65, 1472.65, 1472.01, 1019, 15.00, 149, 944, 92.64
NBVENTURES, EQ, 30-Aug-2019, 80.95, 80.60, 82.85, 80.60, 82.00, 82.10, 81.59, 50590, 41.28, 1944, 31062, 61.40
NCC, EQ, 30-Aug-2019, 56.10, 56.70, 57.70, 53.60, 54.60, 54.90, 55.38, 14667838, 8123.05, 44178, 3030978, 20.66
NCLIND, EQ, 30-Aug-2019, 108.90, 111.95, 112.25, 106.40, 109.00, 107.15, 107.86, 23458, 25.30, 618, 14274, 60.85
NDGL, EQ, 30-Aug-2019, 531.00, 543.00, 575.00, 532.00, 550.00, 551.05, 548.62, 29, 0.16, 9, 27, 93.10
NDL, EQ, 30-Aug-2019, 27.55, 27.55, 29.00, 27.50, 28.50, 28.50, 28.21, 12510, 3.53, 235, 5541, 44.29
NDTV, EQ, 30-Aug-2019, 33.05, 33.50, 33.50, 30.45, 32.45, 32.10, 31.86, 10483, 3.34, 433, 5317, 50.72
NECCLTD, EQ, 30-Aug-2019, 5.35, 5.30, 5.50, 5.30, 5.50, 5.40, 5.38, 26299, 1.42, 67, 22088, 83.99
NECLIFE, EQ, 30-Aug-2019, 12.85, 13.00, 13.15, 12.85, 13.00, 12.95, 12.99, 53047, 6.89, 283, 24491, 46.17
NELCAST, EQ, 30-Aug-2019, 39.80, 40.30, 40.60, 39.10, 39.70, 39.80, 39.84, 8644, 3.44, 159, 6142, 71.06
NELCO, EQ, 30-Aug-2019, 214.50, 215.95, 217.00, 212.00, 214.10, 215.45, 214.68, 26621, 57.15, 711, 15916, 59.79
NEOGEN, EQ, 30-Aug-2019, 310.25, 310.25, 314.85, 307.00, 311.00, 310.30, 310.23, 10942, 33.95, 597, 7123, 65.10
NESCO, EQ, 30-Aug-2019, 525.35, 529.70, 529.95, 525.00, 526.25, 527.65, 527.27, 4656, 24.55, 234, 3613, 77.60
NESTLEIND, EQ, 30-Aug-2019, 12716.85, 12725.00, 12948.80, 12567.00, 12900.00, 12875.20, 12735.27, 124005, 15792.38, 27237, 69543, 56.08
NETF, EQ, 30-Aug-2019, 110.37, 111.03, 111.03, 109.82, 109.82, 109.82, 110.99, 95, 0.11, 5, 93, 97.89
NETWORK18, EQ, 30-Aug-2019, 21.80, 22.20, 23.50, 21.50, 22.25, 22.65, 22.55, 423995, 95.59, 3849, 165117, 38.94
NEULANDLAB, EQ, 30-Aug-2019, 451.95, 453.05, 468.55, 451.00, 460.00, 460.60, 458.08, 14168, 64.90, 889, 6826, 48.18
NEWGEN, EQ, 30-Aug-2019, 284.85, 286.15, 291.20, 281.00, 283.40, 285.25, 286.44, 9775, 28.00, 669, 4433, 45.35
NEXTMEDIA, EQ, 30-Aug-2019, 13.25, 12.80, 13.00, 12.30, 12.70, 12.70, 12.67, 4943, 0.63, 99, 2871, 58.08
NFL, EQ, 30-Aug-2019, 26.50, 26.50, 26.90, 26.10, 26.60, 26.70, 26.63, 108127, 28.79, 646, 47728, 44.14
NH, EQ, 30-Aug-2019, 233.40, 231.00, 236.30, 231.00, 236.30, 235.75, 234.03, 8359, 19.56, 563, 5716, 68.38
NHAI, N1, 30-Aug-2019, 1137.10, 1133.51, 1146.00, 1133.51, 1146.00, 1143.85, 1142.05, 3073, 35.10, 66, 1927, 62.71
NHAI, N2, 30-Aug-2019, 1233.47, 1234.00, 1236.00, 1232.99, 1233.20, 1233.20, 1233.38, 52496, 647.48, 107, 49562, 94.41
NHAI, N4, 30-Aug-2019, 1155.10, 1155.10, 1165.01, 1155.10, 1158.10, 1158.40, 1162.04, 500, 5.81, 5, 400, 80.00
NHAI, N6, 30-Aug-2019, 1253.74, 1260.00, 1260.00, 1251.01, 1253.50, 1253.50, 1253.82, 6991, 87.65, 86, 5861, 83.84
NHAI, N8, 30-Aug-2019, 1114.06, 1110.00, 1111.00, 1107.21, 1111.00, 1109.08, 1109.34, 672, 7.45, 14, 672, 100.00
NHAI, NA, 30-Aug-2019, 1182.17, 1180.21, 1180.35, 1180.00, 1180.00, 1180.01, 1180.15, 1150, 13.57, 12, 1050, 91.30
NHAI, NC, 30-Aug-2019, 1139.00, 1139.00, 1175.00, 1139.00, 1175.00, 1175.00, 1139.26, 893, 10.17, 40, 891, 99.78
NHAI, NE, 30-Aug-2019, 1232.60, 1233.00, 1233.00, 1230.75, 1232.99, 1231.45, 1231.97, 1777, 21.89, 23, 1537, 86.49
NHBTF2014, N6, 30-Aug-2019, 6920.00, 6890.00, 6979.00, 6890.00, 6929.00, 6929.00, 6914.83, 54, 3.73, 4, 54, 100.00
NHPC, EQ, 30-Aug-2019, 22.95, 23.00, 23.45, 23.00, 23.45, 23.25, 23.11, 6905625, 1596.09, 2980, 6545196, 94.78
NHPC, N6, 30-Aug-2019, 1336.00, 1335.00, 1335.00, 1334.80, 1334.80, 1334.80, 1334.98, 99, 1.32, 2, 99, 100.00
NIACL, EQ, 30-Aug-2019, 106.55, 107.55, 107.75, 104.65, 104.85, 105.40, 105.75, 52177, 55.18, 1347, 30687, 58.81
NIBL, EQ, 30-Aug-2019, 6.00, 6.15, 6.30, 6.00, 6.10, 6.25, 6.25, 8716, 0.54, 30, 7774, 89.19
NIFTYBEES, EQ, 30-Aug-2019, 1161.18, 1169.00, 1169.00, 1151.22, 1166.00, 1166.14, 1160.51, 53818, 624.56, 1991, 20553, 38.19
NIITLTD, EQ, 30-Aug-2019, 91.10, 91.25, 92.00, 89.70, 91.45, 91.70, 91.31, 170647, 155.81, 1839, 69192, 40.55
NIITTECH, EQ, 30-Aug-2019, 1519.20, 1455.00, 1511.85, 1444.95, 1490.00, 1495.55, 1474.61, 852009, 12563.82, 29098, 36978, 4.34
NILAINFRA, EQ, 30-Aug-2019, 4.20, 4.20, 4.50, 4.20, 4.40, 4.35, 4.38, 119072, 5.22, 223, 77815, 65.35
NILASPACES, EQ, 30-Aug-2019, 1.25, 1.25, 1.30, 1.25, 1.30, 1.30, 1.30, 141437, 1.84, 49, 108014, 76.37
NILKAMAL, EQ, 30-Aug-2019, 980.85, 980.85, 1007.70, 977.10, 996.60, 995.25, 989.70, 39119, 387.16, 1494, 33024, 84.42
NIPPOBATRY, EQ, 30-Aug-2019, 464.15, 461.45, 474.95, 450.00, 468.00, 464.45, 457.75, 1598, 7.31, 168, 940, 58.82
NITCO, EQ, 30-Aug-2019, 23.45, 23.15, 24.35, 21.80, 22.95, 22.85, 22.91, 62859, 14.40, 605, 31866, 50.69
NITESHEST, EQ, 30-Aug-2019, 1.70, 1.75, 1.75, 1.70, 1.75, 1.75, 1.71, 6150, 0.11, 10, 6060, 98.54
NITINFIRE, BE, 30-Aug-2019, 0.80, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 59110, 0.44, 63, -, -
NITINSPIN, EQ, 30-Aug-2019, 49.85, 48.55, 50.25, 48.50, 48.60, 49.10, 49.17, 24672, 12.13, 524, 15655, 63.45
NKIND, BE, 30-Aug-2019, 33.85, 33.85, 35.50, 33.00, 35.50, 33.50, 33.32, 3106, 1.03, 12, -, -
NLCINDIA, EQ, 30-Aug-2019, 51.25, 52.85, 54.70, 51.95, 54.35, 54.25, 53.46, 729026, 389.73, 14384, 334049, 45.82
NMDC, EQ, 30-Aug-2019, 79.55, 80.50, 83.65, 79.60, 83.00, 83.15, 81.53, 5327624, 4343.59, 22365, 1369385, 25.70
NOCIL, EQ, 30-Aug-2019, 87.80, 87.80, 89.25, 86.10, 87.15, 87.40, 87.34, 340155, 297.08, 3032, 150587, 44.27
NOIDATOLL, EQ, 30-Aug-2019, 3.75, 4.05, 4.10, 3.60, 3.85, 3.85, 3.77, 116008, 4.37, 315, 87670, 75.57
NRAIL, EQ, 30-Aug-2019, 215.70, 221.95, 232.00, 212.50, 216.00, 216.60, 218.85, 10708, 23.43, 565, 5061, 47.26
NRBBEARING, EQ, 30-Aug-2019, 93.00, 92.50, 96.00, 92.50, 95.90, 95.30, 94.99, 278534, 264.58, 1117, 259523, 93.17
NSIL, EQ, 30-Aug-2019, 914.35, 908.05, 945.00, 900.20, 915.00, 915.00, 911.00, 1672, 15.23, 224, 1653, 98.86
NTPC, EQ, 30-Aug-2019, 123.10, 122.90, 123.65, 115.60, 121.95, 121.65, 119.63, 18833819, 22531.59, 112223, 9214738, 48.93
NTPC, N6, 30-Aug-2019, 1375.00, 1360.44, 1362.01, 1360.44, 1362.01, 1362.01, 1361.78, 34, 0.46, 18, 34, 100.00
NTPC, N7, 30-Aug-2019, 13.12, 13.12, 13.15, 13.10, 13.15, 13.12, 13.12, 15124, 1.98, 47, 15124, 100.00
NTPC, NC, 30-Aug-2019, 1180.01, 1229.90, 1230.00, 1229.90, 1230.00, 1230.00, 1229.95, 162, 1.99, 2, 162, 100.00
NTPC, ND, 30-Aug-2019, 1262.00, 1250.00, 1250.00, 1245.56, 1245.56, 1245.88, 1246.80, 59, 0.74, 7, 59, 100.00
NUCLEUS, EQ, 30-Aug-2019, 327.90, 327.35, 331.10, 325.00, 326.05, 328.55, 327.93, 2516, 8.25, 151, 1157, 45.99
OAL, EQ, 30-Aug-2019, 181.55, 181.10, 189.65, 181.05, 188.00, 187.05, 185.51, 1015, 1.88, 18, 864, 85.12
OBEROIRLTY, EQ, 30-Aug-2019, 549.50, 549.55, 573.85, 549.55, 568.00, 567.95, 561.38, 659055, 3699.77, 41583, 250542, 38.02
OCCL, EQ, 30-Aug-2019, 1025.30, 1024.00, 1037.95, 1000.00, 1024.00, 1010.05, 1013.66, 2809, 28.47, 572, 1401, 49.88
OFSS, EQ, 30-Aug-2019, 2990.90, 3005.85, 3092.30, 2970.00, 3061.00, 3081.00, 3051.44, 25906, 790.51, 5840, 8988, 34.69
OIL, EQ, 30-Aug-2019, 146.70, 147.00, 148.75, 142.60, 148.05, 147.95, 145.89, 1161067, 1693.86, 23811, 534251, 46.01
OILCOUNTUB, EQ, 30-Aug-2019, 7.35, 7.35, 7.70, 7.10, 7.45, 7.40, 7.51, 12814, 0.96, 53, 10388, 81.07
OISL, BE, 30-Aug-2019, 5.95, 6.15, 6.20, 5.80, 6.20, 6.15, 6.04, 57257, 3.46, 86, -, -
OLECTRA, EQ, 30-Aug-2019, 167.95, 171.40, 171.40, 165.40, 166.00, 166.25, 167.41, 32452, 54.33, 766, 24796, 76.41
OMAXAUTO, EQ, 30-Aug-2019, 37.35, 36.55, 38.00, 35.75, 37.05, 37.45, 37.00, 25641, 9.49, 758, 15460, 60.29
OMAXE, EQ, 30-Aug-2019, 193.35, 194.30, 195.95, 193.40, 194.25, 193.50, 193.67, 200758, 388.81, 2070, 61928, 30.85
OMKARCHEM, EQ, 30-Aug-2019, 6.75, 7.00, 7.05, 6.75, 7.05, 7.05, 7.00, 47256, 3.31, 97, 41811, 88.48
OMMETALS, EQ, 30-Aug-2019, 14.35, 14.70, 15.00, 14.15, 15.00, 14.90, 14.62, 7899, 1.15, 60, 6921, 87.62
ONELIFECAP, BE, 30-Aug-2019, 5.90, 5.65, 5.65, 5.65, 5.65, 5.65, 5.65, 1, 0.00, 1, -, -
ONEPOINT, EQ, 30-Aug-2019, 16.00, 17.50, 17.50, 15.45, 16.00, 15.50, 15.58, 2572, 0.40, 20, 2412, 93.78
ONGC, EQ, 30-Aug-2019, 123.25, 123.50, 125.75, 119.50, 121.20, 121.20, 121.58, 9910931, 12049.31, 70023, 3887737, 39.23
ONMOBILE, EQ, 30-Aug-2019, 29.90, 29.50, 30.80, 29.50, 29.90, 29.80, 29.86, 20306, 6.06, 388, 15416, 75.92
ONWARDTEC, EQ, 30-Aug-2019, 58.60, 60.95, 63.00, 59.20, 60.00, 60.45, 60.68, 7712, 4.68, 138, 5724, 74.22
OPAL, SM, 30-Aug-2019, 87.65, 105.00, 105.00, 70.25, 88.25, 88.25, 87.83, 3000, 2.64, 3, 0, 0.00
OPTIEMUS, EQ, 30-Aug-2019, 42.45, 44.55, 44.55, 42.00, 44.50, 44.50, 44.28, 79491, 35.20, 369, 42142, 53.01
OPTOCIRCUI, EQ, 30-Aug-2019, 3.40, 3.30, 3.45, 3.25, 3.25, 3.25, 3.31, 385598, 12.78, 429, 274604, 71.22
ORBTEXP, EQ, 30-Aug-2019, 110.00, 108.05, 114.00, 108.05, 114.00, 110.20, 110.14, 3663, 4.03, 52, 2146, 58.59
ORICONENT, EQ, 30-Aug-2019, 19.50, 19.60, 20.00, 19.10, 19.60, 19.65, 19.53, 16685, 3.26, 113, 12946, 77.59
ORIENTABRA, EQ, 30-Aug-2019, 16.75, 16.85, 17.45, 16.40, 17.20, 17.05, 16.43, 2004341, 329.26, 337, 2000678, 99.82
ORIENTALTL, EQ, 30-Aug-2019, 13.00, 13.05, 13.75, 13.05, 13.70, 13.55, 13.60, 64685, 8.79, 72, 61881, 95.67
ORIENTBANK, EQ, 30-Aug-2019, 67.80, 67.90, 74.20, 66.80, 73.50, 73.60, 71.92, 3249047, 2336.69, 19996, 618546, 19.04
ORIENTBELL, EQ, 30-Aug-2019, 125.45, 124.80, 137.95, 121.50, 122.15, 123.00, 128.14, 12788, 16.39, 659, 5260, 41.13
ORIENTCEM, EQ, 30-Aug-2019, 80.60, 81.25, 82.85, 80.50, 81.80, 81.90, 82.11, 139021, 114.15, 1939, 96375, 69.32
ORIENTELEC, EQ, 30-Aug-2019, 153.75, 153.75, 159.65, 151.55, 158.10, 157.35, 155.43, 115529, 179.57, 3386, 92082, 79.70
ORIENTHOT, EQ, 30-Aug-2019, 37.50, 37.55, 38.00, 37.50, 37.50, 37.55, 37.54, 12287, 4.61, 55, 9047, 73.63
ORIENTLTD, EQ, 30-Aug-2019, 111.00, 112.00, 112.00, 111.00, 111.00, 111.50, 111.67, 9, 0.01, 3, 6, 66.67
ORIENTPPR, EQ, 30-Aug-2019, 24.35, 24.95, 24.95, 24.35, 24.35, 24.40, 24.48, 122685, 30.03, 425, 88269, 71.95
ORIENTREF, EQ, 30-Aug-2019, 200.00, 200.85, 201.00, 195.40, 200.00, 198.95, 197.87, 12901, 25.53, 636, 6680, 51.78
ORISSAMINE, EQ, 30-Aug-2019, 582.90, 589.90, 594.70, 573.50, 579.00, 579.00, 579.49, 3440, 19.93, 406, 1289, 37.47
ORTEL, EQ, 30-Aug-2019, 1.00, 0.95, 1.00, 0.95, 1.00, 1.00, 1.00, 23535, 0.24, 8, 23535, 100.00
ORTINLABSS, BE, 30-Aug-2019, 8.85, 9.00, 9.00, 8.60, 8.80, 8.80, 8.75, 2671, 0.23, 8, -, -
OSWALAGRO, EQ, 30-Aug-2019, 6.75, 6.60, 7.45, 6.50, 6.70, 6.65, 6.93, 5627, 0.39, 270, 2553, 45.37
OSWALSEEDS, SM, 30-Aug-2019, 27.45, 27.50, 27.50, 27.30, 27.40, 27.40, 27.41, 112000, 30.70, 21, 72000, 64.29
PAGEIND, EQ, 30-Aug-2019, 17828.30, 18039.35, 18763.95, 17810.05, 18670.00, 18660.95, 18390.54, 24632, 4529.96, 9326, 9501, 38.57
PAISALO, EQ, 30-Aug-2019, 357.60, 358.00, 366.40, 353.00, 353.00, 361.80, 361.38, 39049, 141.12, 151, 31182, 79.85
PALASHSECU, EQ, 30-Aug-2019, 38.90, 40.00, 40.00, 36.30, 38.95, 38.30, 37.28, 457, 0.17, 16, 298, 65.21
PALREDTEC, EQ, 30-Aug-2019, 18.50, 19.20, 19.30, 18.30, 18.30, 18.95, 18.93, 508, 0.10, 12, 306, 60.24
PANACEABIO, EQ, 30-Aug-2019, 130.70, 129.00, 134.15, 128.05, 130.00, 130.65, 130.73, 10880, 14.22, 549, 4054, 37.26
PANAMAPET, EQ, 30-Aug-2019, 70.10, 68.10, 71.50, 65.65, 68.45, 67.95, 67.43, 14860, 10.02, 315, 8981, 60.44
PAPERPROD, EQ, 30-Aug-2019, 220.65, 222.30, 224.30, 209.55, 212.45, 210.45, 213.08, 68105, 145.12, 1070, 52200, 76.65
PAR, SM, 30-Aug-2019, 46.50, 46.50, 46.50, 46.50, 46.50, 46.50, 46.50, 2000, 0.93, 1, 2000, 100.00
PARABDRUGS, BE, 30-Aug-2019, 0.55, 0.55, 0.60, 0.55, 0.60, 0.60, 0.59, 423, 0.00, 5, -, -
PARACABLES, EQ, 30-Aug-2019, 9.05, 9.10, 9.45, 9.10, 9.25, 9.30, 9.16, 11492, 1.05, 50, 9651, 83.98
PARAGMILK, EQ, 30-Aug-2019, 138.95, 140.20, 140.50, 138.50, 140.00, 139.95, 139.90, 188505, 263.71, 2809, 121812, 64.62
PARSVNATH, BE, 30-Aug-2019, 3.20, 3.35, 3.35, 3.05, 3.15, 3.15, 3.21, 385415, 12.37, 560, -, -
PASHUPATI, SM, 30-Aug-2019, 59.50, 65.10, 65.15, 65.10, 65.15, 65.10, 65.13, 3200, 2.08, 2, 0, 0.00
PATELENG, EQ, 30-Aug-2019, 9.60, 9.80, 10.50, 9.80, 10.35, 10.40, 10.16, 213290, 21.67, 819, 112912, 52.94
PATINTLOG, EQ, 30-Aug-2019, 20.00, 20.00, 21.00, 19.80, 20.95, 20.85, 20.55, 5608, 1.15, 76, 4555, 81.22
PATSPINLTD, EQ, 30-Aug-2019, 5.80, 6.75, 6.75, 5.80, 6.00, 6.00, 6.07, 1885, 0.11, 25, 1248, 66.21
PCJEWELLER, EQ, 30-Aug-2019, 33.35, 33.00, 34.00, 32.55, 33.35, 33.40, 33.29, 5561153, 1851.53, 17708, 1013023, 18.22
PDMJEPAPER, EQ, 30-Aug-2019, 11.45, 11.35, 11.60, 11.25, 11.45, 11.50, 11.50, 15701, 1.81, 76, 12170, 77.51
PDPL, BE, 30-Aug-2019, 3.15, 3.15, 3.30, 3.15, 3.30, 3.30, 3.29, 285, 0.01, 2, -, -
PDSMFL, EQ, 30-Aug-2019, 320.20, 323.00, 325.50, 318.20, 325.50, 320.05, 320.62, 880, 2.82, 105, 762, 86.59
PEARLPOLY, BE, 30-Aug-2019, 9.15, 8.70, 9.00, 8.70, 9.00, 8.70, 8.70, 1365, 0.12, 14, -, -
PEL, EQ, 30-Aug-2019, 1981.60, 1982.00, 2050.00, 1962.10, 2047.00, 2030.40, 2000.87, 1608790, 32189.79, 69137, 274908, 17.09
PENIND, EQ, 30-Aug-2019, 26.25, 26.35, 27.00, 26.00, 26.35, 26.25, 26.38, 35324, 9.32, 438, 15594, 44.15
PENINLAND, EQ, 30-Aug-2019, 4.70, 4.75, 4.80, 4.35, 4.50, 4.45, 4.52, 189036, 8.54, 429, 110850, 58.64
PERSISTENT, EQ, 30-Aug-2019, 534.30, 539.70, 546.20, 529.65, 541.90, 542.05, 537.15, 52125, 279.99, 3984, 33197, 63.69
PETRONET, EQ, 30-Aug-2019, 262.65, 262.65, 267.80, 262.15, 266.90, 266.85, 265.20, 3235478, 8580.51, 58205, 1757469, 54.32
PFC, EQ, 30-Aug-2019, 100.95, 101.00, 105.50, 100.70, 105.35, 104.80, 103.45, 6983890, 7224.76, 38468, 2313108, 33.12
PFC, N3, 30-Aug-2019, 1240.00, 1238.00, 1238.00, 1238.00, 1238.00, 1238.00, 1238.00, 40, 0.50, 3, 40, 100.00
PFC, N8, 30-Aug-2019, 1380.00, 1370.00, 1370.00, 1370.00, 1370.00, 1370.00, 1370.00, 155, 2.12, 3, 155, 100.00
PFIZER, EQ, 30-Aug-2019, 2899.60, 2914.80, 2948.00, 2852.20, 2947.00, 2925.35, 2899.91, 21032, 609.91, 5742, 13558, 64.46
PFOCUS, EQ, 30-Aug-2019, 36.15, 35.50, 38.20, 34.90, 38.00, 37.70, 37.49, 9562, 3.58, 114, 8473, 88.61
PFS, EQ, 30-Aug-2019, 12.15, 12.15, 12.95, 12.10, 12.50, 12.45, 12.56, 470742, 59.11, 1375, 266869, 56.69
PGEL, EQ, 30-Aug-2019, 46.20, 45.45, 47.65, 45.40, 45.70, 45.95, 45.92, 18314, 8.41, 327, 7863, 42.93
PGHH, EQ, 30-Aug-2019, 10108.15, 10144.00, 10262.80, 10026.00, 10248.00, 10209.40, 10158.12, 1360, 138.15, 699, 765, 56.25
PGHL, EQ, 30-Aug-2019, 4215.10, 4242.00, 4254.00, 4100.00, 4118.00, 4114.50, 4140.21, 19694, 815.37, 3992, 10682, 54.24
PGIL, EQ, 30-Aug-2019, 128.00, 135.00, 139.65, 130.10, 139.00, 135.00, 133.35, 1784, 2.38, 77, 1462, 81.95
PHILIPCARB, EQ, 30-Aug-2019, 111.75, 112.45, 113.90, 109.45, 111.60, 111.80, 111.91, 423977, 474.47, 4644, 231372, 54.57
PHOENIXLTD, EQ, 30-Aug-2019, 685.25, 676.00, 705.00, 675.75, 698.00, 696.00, 693.13, 81552, 565.26, 5327, 58999, 72.35
PIDILITIND, EQ, 30-Aug-2019, 1374.15, 1377.95, 1382.50, 1364.80, 1377.10, 1377.70, 1374.13, 427560, 5875.21, 22786, 231682, 54.19
PIIND, EQ, 30-Aug-2019, 1100.25, 1100.30, 1150.75, 1092.70, 1139.00, 1141.40, 1122.15, 108644, 1219.15, 6670, 71880, 66.16
PILANIINVS, EQ, 30-Aug-2019, 1853.60, 1930.00, 1930.00, 1799.50, 1820.00, 1839.25, 1834.20, 2873, 52.70, 162, 510, 17.75
PILITA, EQ, 30-Aug-2019, 5.65, 5.50, 5.50, 5.40, 5.40, 5.40, 5.42, 75370, 4.09, 76, 64219, 85.20
PIONDIST, EQ, 30-Aug-2019, 108.25, 111.50, 111.50, 107.00, 109.20, 110.50, 108.76, 3202, 3.48, 47, 1895, 59.18
PIONEEREMB, EQ, 30-Aug-2019, 22.35, 22.95, 23.80, 22.30, 23.00, 23.05, 23.06, 3730, 0.86, 167, 1894, 50.78
PIRPHYTO, BE, 30-Aug-2019, 25.30, 26.55, 26.55, 25.00, 26.55, 26.55, 26.52, 5065, 1.34, 58, -, -
PITTIENG, EQ, 30-Aug-2019, 36.80, 37.25, 37.60, 36.10, 37.40, 36.95, 36.61, 27300, 9.99, 162, 25830, 94.62
PKTEA, BE, 30-Aug-2019, 105.70, 109.95, 110.00, 105.60, 110.00, 110.00, 109.74, 94, 0.10, 6, -, -
PLASTIBLEN, EQ, 30-Aug-2019, 184.00, 183.95, 184.00, 174.05, 175.25, 178.05, 179.20, 3385, 6.07, 163, 2367, 69.93
PNB, EQ, 30-Aug-2019, 65.05, 65.25, 65.90, 63.35, 65.00, 64.90, 64.61, 25573307, 16521.91, 55929, 4492114, 17.57
PNBGILTS, EQ, 30-Aug-2019, 32.80, 33.00, 33.30, 32.05, 32.30, 32.15, 32.31, 78000, 25.20, 423, 58371, 74.83
PNBHOUSING, EQ, 30-Aug-2019, 647.85, 650.20, 657.20, 640.20, 644.90, 644.55, 647.27, 79757, 516.24, 4297, 25280, 31.70
PNC, EQ, 30-Aug-2019, 15.00, 15.25, 15.25, 14.90, 14.90, 14.90, 14.90, 3048, 0.45, 8, 3047, 99.97
PNCINFRA, EQ, 30-Aug-2019, 176.65, 181.40, 183.90, 177.00, 178.50, 178.70, 179.83, 527372, 948.37, 7854, 236399, 44.83
PODDARHOUS, EQ, 30-Aug-2019, 265.00, 277.00, 278.00, 266.00, 267.00, 267.00, 274.95, 140, 0.38, 12, 138, 98.57
PODDARMENT, EQ, 30-Aug-2019, 150.50, 148.00, 155.00, 147.00, 148.50, 148.55, 148.74, 1974, 2.94, 42, 1536, 77.81
POKARNA, EQ, 30-Aug-2019, 126.50, 128.40, 130.00, 127.10, 130.00, 129.10, 128.12, 13971, 17.90, 230, 12186, 87.22
POLYCAB, EQ, 30-Aug-2019, 593.65, 593.70, 620.00, 586.35, 616.00, 614.75, 603.41, 126311, 762.18, 5618, 67792, 53.67
POLYMED, EQ, 30-Aug-2019, 190.00, 185.15, 195.05, 185.15, 190.10, 190.80, 191.38, 1137, 2.18, 85, 832, 73.18
POLYPLEX, EQ, 30-Aug-2019, 439.50, 443.00, 452.00, 439.65, 446.90, 445.60, 443.39, 51678, 229.13, 2444, 29502, 57.09
PONNIERODE, EQ, 30-Aug-2019, 100.95, 102.55, 103.85, 100.50, 100.60, 101.60, 101.19, 2761, 2.79, 129, 1663, 60.23
POWERGRID, EQ, 30-Aug-2019, 204.80, 205.35, 207.20, 194.00, 201.45, 200.50, 200.04, 8792427, 17588.06, 53455, 3762060, 42.79
POWERMECH, EQ, 30-Aug-2019, 695.45, 688.00, 703.75, 666.05, 673.05, 677.35, 690.12, 11183, 77.18, 608, 3055, 27.32
PPAP, EQ, 30-Aug-2019, 174.30, 172.50, 179.80, 172.10, 175.50, 174.30, 176.43, 3045, 5.37, 196, 2253, 73.99
PPL, EQ, 30-Aug-2019, 64.05, 63.25, 65.00, 63.25, 64.55, 64.95, 64.71, 7746, 5.01, 160, 7307, 94.33
PRABHAT, EQ, 30-Aug-2019, 58.45, 58.55, 61.80, 57.25, 60.10, 60.20, 59.78, 19110, 11.42, 295, 13664, 71.50
PRAENG, EQ, 30-Aug-2019, 7.50, 7.25, 7.70, 7.25, 7.70, 7.65, 7.65, 19883, 1.52, 28, 16341, 82.19
PRAJIND, EQ, 30-Aug-2019, 103.75, 104.40, 104.75, 100.05, 102.20, 102.55, 102.36, 595246, 609.30, 8879, 173822, 29.20
PRAKASH, EQ, 30-Aug-2019, 40.50, 40.90, 45.00, 40.40, 44.45, 44.15, 42.74, 431699, 184.50, 2096, 263519, 61.04
PRAXIS, EQ, 30-Aug-2019, 59.50, 59.00, 60.00, 56.30, 56.30, 57.15, 57.75, 2607, 1.51, 82, 2300, 88.22
PRECAM, EQ, 30-Aug-2019, 39.00, 38.70, 39.50, 37.60, 39.50, 38.75, 38.44, 15895, 6.11, 155, 13760, 86.57
